0,1
3.66,6.0640864
8.27,8.745391
4.17,4.4747868
9.07,9.78505
9.29,9.521743
5.1199994,5.7387486
7.59,7.769749
5.84,6.213244
4.42,5.3394656
8.55,8.855073
8.89,9.296838
10.57,10.180214
3.8699996,4.7870593
6.7000003,6.9604516
3.72,3.8888338
8.400001,8.302552
4.6199994,5.030872
4.2999997,4.5423717
8.7,9.053314
7.7399993,8.045418
5.32,5.8459496
6.77,7.2611427
7.25,7.4440274
5.44,5.7299576
4.49,5.091206
5.4,6.160948
7.22,7.281296
8.3,7.8723636
7.1699996,7.2401786
4.66,5.2523365
7.2600007,7.854358
5.8699994,6.365585
5.86,6.6546454
3.8999999,4.1154065
9.010001,9.065454
8.32,8.489619
5.5400004,5.379566
7.52,7.3942685
6.6,7.0363173
5.67,5.9045405
7.94,8.270146
6.6,7.445179
6.7999997,7.3450437
9.93,10.214909
4.5499997,4.6345024
4.78,5.394463
5.92,6.2332454
8.96,9.130348
4.7000003,4.921021
4.07,5.1092496
8.05,7.901277
4.57,4.619011
3.05,3.7411041
4.52,5.318233
6.85,7.4258723
6.35,6.296434
9.04,9.325661
5.24,5.824798
5.57,5.8734283
3.55,4.0367513
7.9199996,7.9367156
8.37,9.027283
6.6300006,6.811683
7.09,7.6568236
9.05,9.209994
7.4,7.4582562
9.650001,9.774598
3.1499999,3.8713286
4.89,5.0930057
8.489999,8.397193
5.7000003,5.9771576
7.28,7.3861084
4.7000003,5.075947
7.66,7.567001
9.04,9.21487
8.62,9.824142
7.4500003,7.7101817
7.07,8.284187
3.72,4.1926227
4.78,5.074821
7.1,7.3487134
6.59,7.08709
5.31,5.66897
8.150001,8.874095
7.6699996,7.9651875
5.85,6.1729455
8.2,8.606548
5.7000003,5.7214565
4.2999997,5.0304294
6.7399993,7.00452
5.19,5.414463
8.32,8.675217
5.57,6.1694093
8.169999,8.510475
6.89,7.35125
2.0,3.1376686
7.1300006,7.5396485
6.17,6.747934
6.43,6.4491
6.52,6.6525073
6.66,6.9340835
3.13,4.562063
4.15,4.0572777
